iter	Logloss
275	0.3875010847
276	0.3871703494
277	0.3870136237
278	0.3867295409
279	0.3865818266
280	0.3864373012
281	0.3861747304
282	0.3859302339
283	0.3857070893
284	0.3855391148
285	0.385451336
286	0.3853107909
287	0.3849902754
288	0.3847994116
289	0.384611085
290	0.3843283894
291	0.38409723
292	0.383728376
293	0.3835759273
294	0.3835607432
295	0.3834404301
296	0.3833244935
297	0.3830677312
298	0.3830218539
299	0.3826669739
300	0.3826180629
301	0.382410234
302	0.3823232059
303	0.3820882558
304	0.3818906864
305	0.3817388339
306	0.381646935
307	0.3814109463
308	0.3812759424
309	0.3811421755
310	0.3809373136
311	0.3807340083
312	0.3804301936
313	0.3802627472
314	0.3798984741
315	0.3798080764
316	0.379727908
317	0.3795524446
318	0.3794521311
319	0.3791267039
320	0.378962382
321	0.3788849812
322	0.3787596507
323	0.3786075427
324	0.3783510064
325	0.3781899266
326	0.3778521137
327	0.3776265311
328	0.3776037558
329	0.3774488978
330	0.3772412595
331	0.3771918947
332	0.3769753778
333	0.3768901225
334	0.3768221789
335	0.3766464447
336	0.3764985384
337	0.3763981291
338	0.3762348251
339	0.3761393769
340	0.3759347128
341	0.3757776385
342	0.375503315
343	0.3753693893
344	0.3751333212
345	0.3749970551
346	0.3749264708
347	0.3746301681
348	0.3744923816
349	0.374354626
350	0.3742115014
351	0.3740470023
352	0.3737732052
353	0.3736202252
354	0.3734124394
355	0.3733933444
356	0.3732263852
357	0.3730611107
358	0.3727894543
359	0.3727891819
360	0.3727034863
361	0.372641252
362	0.3725696733
363	0.3724401115
364	0.3722645662
365	0.3721155107
366	0.372004882
367	0.3719426967
368	0.3718679029
369	0.3717650682
370	0.3713382937
371	0.3712837355
372	0.3711324838
373	0.3708519127
374	0.3706665031
375	0.3705255255
376	0.3702421226
377	0.3700597864
378	0.3698905504
379	0.3696282964
380	0.3693986177
381	0.3692743492
382	0.3692064488
383	0.3691381876
384	0.3688593472
385	0.3687134363
386	0.3685732989
387	0.3684796918
388	0.3682439065
389	0.3682171444
390	0.3681508105
391	0.3680049865
392	0.3677158541
393	0.3677138562
394	0.3675995709
395	0.3673876323
396	0.3672154474
397	0.3670052781
398	0.3669218141
399	0.3666130897
400	0.3665324637
401	0.3662478151
402	0.3661014598
403	0.3659049809
404	0.3658009329
405	0.3656687156
406	0.3654557631
407	0.3654539544
408	0.3653094571
409	0.365210389
410	0.3650524697
411	0.3649799266
412	0.364852921
413	0.3646325176
414	0.3644997031
415	0.3642804169
416	0.3641402728
417	0.3640609263
418	0.3639263219
419	0.3638742839
420	0.3636227539
421	0.3634497481
422	0.3632233505
423	0.3631144223
424	0.3629672866
425	0.3628758099
426	0.3626516434
427	0.3624900998
428	0.3622892784
429	0.3621835939
430	0.3620364666
431	0.3617404799
432	0.3614631537
433	0.3613446473
434	0.3610843907
435	0.361004515
436	0.3609453987
437	0.3606818792
438	0.3605244783
439	0.3603326758
440	0.3601514081
441	0.3601001444
442	0.3599960274
443	0.3598393488
444	0.3597408719
445	0.3595707583
446	0.3594128776
447	0.3591334354
448	0.3589265379
449	0.3587323819
450	0.3585399301
451	0.3584249507
452	0.358231486
453	0.3579891327
454	0.3575793345
455	0.3574836678
456	0.3574162934
457	0.3572398018
458	0.357035213
459	0.3569060654
460	0.3567293848
461	0.3565847432
462	0.3564519526
463	0.3562421787
464	0.3560785401
465	0.355937023
466	0.355798554
467	0.3555566873
468	0.3554259401
469	0.3552901243
470	0.3551561433
471	0.3551545471
472	0.3549558345
473	0.3547407207
474	0.3546137992
475	0.3545011836
476	0.354430662
477	0.3542295164
478	0.3541743918
479	0.3539187456
480	0.353848098
481	0.3538465754
482	0.3536962865
483	0.3535642784
484	0.3535336334
485	0.35332381
486	0.3531665454
487	0.3530658825
488	0.353065879
489	0.3529282535
490	0.3528524532
491	0.3527490196
492	0.3526172576
493	0.3523617201
494	0.3523610183
495	0.3521435732
496	0.3520977149
497	0.3519450201
498	0.3517334018
499	0.3514755878
500	0.3512721265
501	0.3511666532
502	0.3510523209
503	0.3508789766
504	0.3507502061
505	0.3505993584
506	0.3504705712
507	0.3503180266
508	0.3501094293
509	0.3499935798
510	0.3497725606
511	0.3496414471
512	0.3495450466
513	0.3494213259
514	0.3493574866
515	0.349224668
516	0.3491119755
517	0.3489751705
518	0.3488682955
519	0.3487536444
520	0.3486114492
521	0.3484693247
522	0.3483304634
523	0.3481796454
524	0.3479941162
525	0.347923814
526	0.3478523702
527	0.3478440964
528	0.3477739045
529	0.3476042781
530	0.3474102173
531	0.3472782357
532	0.3470500713
533	0.3469322528
534	0.3468153175
535	0.3465605032
536	0.3464647016
537	0.3462691648
538	0.346043063
539	0.3458576512
540	0.3457523025
541	0.3456363222
542	0.3455146124
543	0.3454026242
544	0.3452455873
545	0.3450933758
546	0.3450088533
547	0.3448608464
548	0.3446880157
549	0.344550329
550	0.3442220159
551	0.3439986737
552	0.3439316088
553	0.3437923633
554	0.3436072189
555	0.3435155599
556	0.3433985535
557	0.3432512473
558	0.343092958
559	0.342857966
560	0.3427872156
561	0.3426377003
562	0.3425098229
563	0.3423813554
564	0.3422187526
565	0.3419724253
566	0.3417260494
567	0.3415153523
568	0.3413796774
569	0.3413173628
570	0.3413110152
571	0.3411438841
572	0.3409529329
573	0.3407243642
574	0.3405494455
575	0.3404536464
576	0.3403031418
577	0.3401381941
578	0.3400423443
579	0.3398368223
580	0.3396474433
581	0.3395072081
582	0.3393619169
583	0.339164495
584	0.3389976583
585	0.3389095483
586	0.338865777
587	0.3388043993
588	0.3386948483
589	0.3385477765
590	0.3384071669
591	0.3383310964
592	0.3382168929
593	0.3380634719
594	0.3379027008
595	0.3376773061
596	0.3374810255
597	0.3374160644
598	0.3372487464
599	0.3371581574
600	0.3371551564
601	0.3369896704
602	0.3368744215
603	0.3368726788
604	0.3368512989
605	0.3367543051
606	0.3366583858
607	0.336574899
608	0.3364480434
609	0.3363422198
610	0.3361771449
611	0.3361121166
612	0.3360794671
613	0.3359659507
614	0.3357121991
615	0.3356653073
616	0.3355351332
617	0.3354593231
618	0.3353815846
619	0.3352824214
620	0.335264114
621	0.3351923659
622	0.3350882574
623	0.3350049504
624	0.3348751769
625	0.3346959304
626	0.3344619807
627	0.3342938785
628	0.3341588257
629	0.334049381
630	0.3337350071
631	0.3336913328
632	0.3335692917
633	0.3334213522
634	0.3332565203
635	0.3330347036
636	0.3328844673
637	0.3327989588
638	0.3326931342
639	0.3325852534
640	0.332426281
641	0.3323304396
642	0.3321888454
643	0.3320937623
644	0.3319987226
645	0.3318261364
646	0.3316852623
647	0.3316131423
648	0.3315787057
649	0.3314543246
650	0.3313848682
651	0.3312805199
652	0.3311218293
653	0.3310030091
654	0.3308241651
655	0.3307402495
656	0.3305732308
657	0.3305209619
658	0.3304205348
659	0.3302132569
660	0.3300445534
661	0.3300062436
662	0.3299253364
663	0.329705098
664	0.3295495585
665	0.3294953788
666	0.3293380058
667	0.3291790593
668	0.3290078056
669	0.3289238452
670	0.3287364703
671	0.3285686177
672	0.3284874897
673	0.3284552944
674	0.3283785357
675	0.3281304334
676	0.3281162298
677	0.3280154455
678	0.3278615339
679	0.3277613088
680	0.3276573133
681	0.3275677043
682	0.3274396588
683	0.3273431331
684	0.3272406252
685	0.3269995189
686	0.3268754413
687	0.3267325907
688	0.3266614301
689	0.3265392455
690	0.3264766637
691	0.3263633239
692	0.3261542301
693	0.326048114
694	0.3258646173
695	0.3257371572
696	0.3256552342
697	0.3254910768
698	0.3252825595
699	0.3250662968
700	0.3248833408
701	0.3246929533
702	0.3245847921
703	0.3245451473
704	0.3244249445
705	0.3242466841
706	0.3241780177
707	0.3240767591
708	0.3239708678
709	0.3239196274
710	0.3237687878
711	0.3236735491
712	0.3236019988
713	0.3234586105
714	0.3233166732
715	0.3232118376
716	0.3231273924
717	0.322960893
718	0.3229145235
719	0.3228129912
720	0.322685794
721	0.3225633123
722	0.3224569002
723	0.3223981005
724	0.3223218203
725	0.3221698351
726	0.3220524027
727	0.3219250648
728	0.3219057355
729	0.321820557
730	0.321754869
731	0.3216285239
732	0.3216231493
733	0.3214938722
734	0.3213845218
735	0.3212373766
736	0.3211377931
737	0.3209259962
738	0.3208067006
739	0.3207228455
740	0.3205911607
741	0.3204333384
742	0.3202275645
743	0.3200988616
744	0.3200209634
745	0.319883201
746	0.3197908554
747	0.3197094293
748	0.319606934
749	0.3195107963
750	0.3194288234
751	0.3191903601
752	0.3191212256
753	0.3189722881
754	0.3188494462
755	0.3186802341
756	0.3185521043
757	0.3184424376
758	0.3183404332
759	0.318232248
760	0.3181161039
761	0.3179574333
762	0.3179011143
763	0.3178019271
764	0.317604301
765	0.3176004511
766	0.31753392
767	0.317352498
768	0.3172519024
769	0.3171605358
770	0.3169594946
771	0.3169158488
772	0.316788189
773	0.3166294236
774	0.3165582487
775	0.3164801687
776	0.3163925162
777	0.316221451
778	0.3161107399
779	0.3159167991
780	0.3158045958
781	0.3157594995
782	0.3157505783
783	0.3155752916
784	0.3154341793
785	0.3153060487
786	0.315192241
787	0.3151754231
788	0.3151309216
789	0.3149887741
790	0.3148354824
791	0.3146718585
792	0.3145490042
793	0.3144889254
794	0.3144112309
795	0.3142928859
796	0.314150918
797	0.3140581216
798	0.3139725202
799	0.3138376564
800	0.3137066538
801	0.3136564542
802	0.3135162988
803	0.3134030244
804	0.3133172472
805	0.3132005479
806	0.3130875821
807	0.3129850225
808	0.3129034705
809	0.3127783784
810	0.3126247933
811	0.3125598579
812	0.3124466393
813	0.3123306464
814	0.312225728
815	0.3120498677
816	0.311951774
817	0.3117445673
818	0.311676444
819	0.3116611633
820	0.3115704262
821	0.3114640725
822	0.3112775563
823	0.3110997788
824	0.3109700577
825	0.3109558173
826	0.3108832131
827	0.3108053988
828	0.3107736351
829	0.3105938013
830	0.3104885179
831	0.310389181
832	0.31022322
833	0.3101027353
834	0.3099730799
835	0.3097855966
836	0.3096798263
837	0.3095835816
838	0.3094590014
839	0.3093350653
840	0.3091778188
841	0.3090833867
842	0.3090036254
843	0.3088915236
844	0.3087468467
845	0.3086490116
846	0.3085851808
847	0.3084835188
848	0.3083444818
849	0.308163694
850	0.3080985436
851	0.3079317708
852	0.3078334317
853	0.3077750858
854	0.3076989531
855	0.307588048
856	0.3074268059
857	0.3073436496
858	0.3071834268
859	0.3070911927
860	0.3069797681
861	0.3068409191
862	0.306700111
863	0.3065818266
864	0.306519968
865	0.3064273571
866	0.306221841
867	0.306069753
868	0.306043999
869	0.3059272167
870	0.305863955
871	0.3058397725
872	0.3057153142
873	0.3056941544
874	0.3055763763
875	0.3054441039
876	0.3053479349
877	0.3053119026
878	0.3052170696
879	0.3051141018
880	0.3050624093
881	0.3049375485
882	0.3049120023
883	0.3047419014
884	0.304672272
885	0.3045577308
886	0.3044465123
887	0.3042844744
888	0.3042292157
889	0.3041324177
890	0.304090443
891	0.3039349805
892	0.3038954973
893	0.3038072845
894	0.3036758021
895	0.3035113787
896	0.3034032457
897	0.3032838178
898	0.3031224969
899	0.3029866668
900	0.3027965951
901	0.3026139407
902	0.3024892169
903	0.3024382469
904	0.3023465121
905	0.3021766596
906	0.3020618706
907	0.3019748446
908	0.3017794087
909	0.301612343
910	0.3015740486
911	0.3015148027
912	0.3015045493
913	0.3014163656
914	0.3011507458
915	0.3008994195
916	0.3007239404
917	0.3006970515
918	0.3005405949
919	0.3004302986
920	0.3003224629
921	0.3001539334
922	0.2999919372
923	0.2998632623
924	0.2997224622
925	0.2996837848
926	0.299577762
927	0.2994123701
928	0.2992837267
929	0.2991733381
930	0.2990735034
931	0.2990033886
932	0.2989337248
933	0.2988647271
934	0.2987411732
935	0.2985649161
936	0.2984667315
937	0.2983339204
938	0.2982781359
939	0.2981916088
940	0.298099259
941	0.2980490282
942	0.2979373792
943	0.2978266349
944	0.2977466752
945	0.2975487597
946	0.2974895176
947	0.2974082282
948	0.2973027594
949	0.2972252293
950	0.2971608649
951	0.2970366638
952	0.2969148731
953	0.2968445428
954	0.2967701902
955	0.2967648365
956	0.2967003445
957	0.296654636
958	0.2965403708
959	0.2964165342
960	0.2963757552
961	0.2962782586
962	0.2962037957
963	0.2960797858
964	0.295996064
965	0.2958961017
966	0.2957556199
967	0.2957236965
968	0.2956277581
969	0.2954729399
970	0.2952612462
971	0.2951708226
972	0.295077602
973	0.2949773395
974	0.2949045755
975	0.2947967614
976	0.2947486843
977	0.2946584752
978	0.2945549118
979	0.2944924019
980	0.2944256051
981	0.2942362802
982	0.2941497928
983	0.2941119711
984	0.2939440862
985	0.2938105618
986	0.2937947652
987	0.2936764692
988	0.2935167586
989	0.2934166221
990	0.2932274098
991	0.2930653682
992	0.2930233527
993	0.292832333
994	0.292724926
995	0.2925752731
996	0.2924300605
997	0.2923717356
998	0.2923025165
999	0.2922411351
