iter	Passed	Remaining
231	3642	19909
232	3652	19863
233	3660	19802
234	3673	19774
235	3690	19768
236	3703	19734
237	3715	19702
238	3725	19658
239	3752	19700
240	3765	19672
241	3778	19641
242	3789	19602
243	3804	19583
244	3818	19559
245	3829	19521
246	3840	19484
247	3855	19466
248	3867	19430
249	3878	19392
250	3890	19360
251	3908	19355
252	3923	19336
253	3935	19303
254	3955	19313
255	3965	19271
256	3976	19234
257	3988	19198
258	3998	19160
259	4009	19121
260	4019	19082
261	4030	19042
262	4040	19005
263	4051	18966
264	4062	18930
265	4078	18921
266	4089	18884
267	4098	18840
268	4113	18825
269	4129	18811
270	4151	18826
271	4161	18788
272	4172	18751
273	4182	18714
274	4192	18676
275	4208	18661
276	4242	18729
277	4300	18901
278	4322	18916
279	4336	18895
280	4348	18862
281	4359	18831
282	4371	18798
283	4384	18774
284	4401	18763
285	4432	18815
286	4450	18810
287	4464	18786
288	4484	18790
289	4499	18775
290	4526	18805
291	4538	18773
292	4562	18794
293	4606	18896
294	4622	18882
295	4632	18844
296	4643	18809
297	4654	18772
298	4664	18735
299	4678	18714
300	4690	18685
301	4703	18659
302	4710	18610
303	4738	18641
304	4757	18640
305	4769	18608
306	4779	18571
307	4790	18538
308	4832	18627
309	4845	18602
310	4868	18612
311	4883	18594
312	4911	18626
313	4931	18626
314	4946	18608
315	4957	18574
316	4973	18560
317	4998	18579
318	5009	18544
319	5019	18507
320	5029	18471
321	5042	18446
322	5061	18444
323	5072	18409
324	5082	18374
325	5092	18339
326	5103	18305
327	5113	18272
328	5140	18294
329	5157	18286
330	5168	18253
331	5179	18221
332	5214	18272
333	5252	18335
334	5262	18301
335	5291	18331
336	5308	18318
337	5337	18350
338	5353	18333
339	5363	18297
340	5378	18280
341	5388	18245
342	5409	18245
343	5425	18233
344	5438	18206
345	5454	18193
346	5473	18188
347	5496	18196
348	5509	18170
349	5522	18143
350	5534	18117
351	5571	18169
352	5588	18157
353	5599	18127
354	5611	18098
355	5631	18097
356	5644	18073
357	5655	18042
358	5688	18079
359	5711	18087
360	5722	18054
361	5733	18024
362	5744	17992
363	5754	17959
364	5771	17946
365	5783	17918
366	5796	17896
367	5832	17941
368	5848	17926
369	5863	17906
370	5875	17880
371	5885	17847
372	5898	17823
373	5929	17850
374	5945	17835
375	5958	17811
376	5982	17821
377	5998	17804
378	6033	17845
379	6096	17969
380	6114	17959
381	6130	17942
382	6160	17965
383	6208	18044
384	6222	18021
385	6239	18008
386	6301	18122
387	6314	18096
388	6329	18078
389	6385	18173
390	6416	18199
391	6433	18183
392	6442	18148
393	6462	18140
394	6473	18109
395	6483	18076
396	6502	18067
397	6550	18136
398	6562	18108
399	6586	18111
400	6612	18122
401	6626	18100
402	6656	18118
403	6676	18113
404	6740	18223
405	6765	18230
406	6784	18220
407	6829	18277
408	6841	18250
409	6862	18244
410	6893	18264
411	6903	18230
412	6916	18204
413	6984	18321
414	7015	18342
415	7058	18392
416	7069	18359
417	7079	18325
418	7090	18293
419	7100	18258
420	7110	18223
421	7120	18190
422	7131	18157
423	7141	18123
424	7152	18092
425	7164	18063
426	7184	18054
427	7200	18034
428	7220	18024
429	7235	18005
430	7260	18008
431	7320	18096
432	7359	18135
433	7375	18116
434	7404	18127
435	7417	18100
436	7449	18119
437	7463	18097
438	7474	18065
439	7485	18032
440	7497	18004
441	7510	17977
442	7588	18106
443	7635	18159
444	7666	18176
445	7695	18186
446	7707	18156
447	7717	18122
448	7739	18115
449	7745	18072
450	7755	18037
451	7765	18003
452	7782	17987
453	7799	17969
454	7809	17935
455	7820	17904
456	7830	17872
457	7841	17840
458	7852	17810
459	7875	17805
460	7891	17785
461	7923	17801
462	7936	17775
463	7950	17752
464	7975	17752
465	7991	17732
466	8007	17712
467	8023	17692
468	8038	17671
469	8052	17646
470	8064	17619
471	8078	17595
472	8102	17592
473	8122	17581
474	8185	17663
475	8198	17636
476	8208	17604
477	8252	17643
478	8268	17623
479	8312	17664
480	8322	17631
481	8334	17601
482	8343	17568
483	8386	17604
484	8397	17573
485	8407	17541
486	8417	17508
487	8429	17480
488	8445	17459
489	8466	17450
490	8481	17429
491	8493	17401
492	8504	17371
493	8516	17343
494	8531	17322
495	8549	17305
496	8559	17273
497	8575	17254
498	8592	17237
499	8602	17205
500	8613	17175
501	8623	17144
502	8634	17114
503	8644	17083
504	8655	17053
505	8665	17022
506	8676	16994
507	8687	16964
508	8698	16934
509	8708	16904
510	8718	16874
511	8726	16839
512	8736	16809
513	8747	16780
514	8757	16750
515	8764	16713
516	8774	16684
517	8786	16656
518	8796	16627
519	8807	16597
520	8837	16606
521	8847	16577
522	8877	16583
523	8890	16558
524	8901	16530
525	8911	16500
526	8922	16472
527	8932	16444
528	8943	16415
529	8952	16385
530	8962	16356
531	8978	16337
532	8988	16307
533	8998	16278
534	9007	16246
535	9026	16235
536	9036	16205
537	9047	16177
538	9057	16148
539	9067	16120
540	9077	16090
541	9087	16062
542	9097	16033
543	9107	16004
544	9132	16003
545	9143	15975
546	9153	15946
547	9163	15919
548	9174	15892
549	9190	15874
550	9207	15857
551	9217	15829
552	9227	15801
553	9237	15773
554	9247	15746
555	9257	15718
556	9267	15690
557	9278	15663
558	9293	15644
559	9304	15618
560	9314	15589
561	9318	15553
562	9328	15525
563	9339	15498
564	9348	15471
565	9359	15444
566	9376	15429
567	9394	15415
568	9406	15391
569	9438	15399
570	9486	15434
571	9504	15419
572	9551	15452
573	9567	15435
574	9622	15479
575	9685	15537
576	9718	15545
577	9743	15542
578	9801	15590
579	9832	15596
580	9872	15616
581	9950	15694
582	10017	15755
583	10064	15786
584	10082	15769
585	10108	15766
586	10130	15756
587	10152	15747
588	10230	15823
589	10280	15855
590	10303	15847
591	10351	15877
592	10394	15899
593	10421	15896
594	10444	15886
595	10515	15949
596	10532	15930
597	10557	15924
598	10591	15931
599	10622	15933
600	10672	15964
601	10758	16048
602	10782	16039
603	10796	16016
604	10837	16032
605	10854	16012
606	10888	16019
607	10939	16049
608	10976	16058
609	10991	16037
610	11015	16027
611	11028	16002
612	11075	16025
613	11105	16025
614	11136	16025
615	11152	16004
616	11167	15982
617	11183	15961
618	11200	15941
619	11261	15984
620	11277	15962
621	11294	15942
622	11307	15918
623	11326	15900
624	11344	15881
625	11395	15910
626	11420	15901
627	11467	15923
628	11495	15917
629	11516	15903
630	11537	15888
631	11564	15882
632	11582	15864
633	11605	15852
634	11630	15843
635	11650	15826
636	11661	15799
637	11681	15782
638	11711	15780
639	11725	15755
640	11738	15731
641	11767	15726
642	11784	15706
643	11801	15686
644	11817	15665
645	11830	15639
646	11847	15619
647	11864	15599
648	11881	15579
649	11899	15561
650	11914	15537
651	11930	15517
652	11948	15497
653	12014	15542
654	12082	15586
655	12114	15586
656	12156	15598
657	12171	15575
658	12195	15563
659	12211	15542
660	12294	15605
661	12314	15587
662	12343	15582
663	12360	15561
664	12413	15586
665	12432	15568
666	12465	15567
667	12481	15545
668	12497	15523
669	12528	15520
670	12540	15493
671	12554	15468
672	12570	15446
673	12636	15486
674	12656	15469
675	12666	15439
676	12684	15420
677	12716	15417
678	12734	15397
679	12763	15391
680	12778	15367
681	12792	15342
682	12823	15338
683	12886	15372
684	12901	15349
685	12946	15362
686	12961	15339
687	12995	15337
688	13011	15315
689	13028	15294
690	13044	15272
691	13077	15270
692	13093	15247
693	13108	15223
694	13122	15199
695	13151	15191
696	13176	15180
697	13195	15162
698	13207	15134
699	13224	15113
700	13242	15093
701	13292	15110
702	13323	15104
703	13351	15096
704	13369	15076
705	13385	15053
706	13410	15041
707	13473	15072
708	13551	15118
709	13568	15096
710	13592	15083
711	13632	15088
712	13678	15098
713	13693	15073
714	13708	15050
715	13731	15035
716	13746	15012
717	13763	14990
718	13779	14968
719	13796	14946
720	13818	14930
721	13831	14904
722	13845	14879
723	13867	14863
724	13882	14840
725	13907	14827
726	13923	14804
727	13971	14816
728	14020	14827
729	14035	14804
730	14062	14793
731	14090	14782
732	14100	14754
733	14111	14727
734	14137	14714
735	14152	14691
736	14173	14673
737	14194	14656
738	14209	14632
739	14224	14608
740	14235	14581
741	14249	14556
742	14260	14529
743	14279	14509
744	14301	14492
745	14331	14484
746	14365	14481
747	14397	14474
748	14412	14451
749	14442	14442
750	14459	14420
751	14476	14399
752	14577	14460
753	14599	14445
754	14616	14423
755	14675	14442
756	14690	14419
757	14706	14396
758	14718	14369
759	14768	14380
760	14786	14359
761	14801	14335
762	14843	14337
763	14921	14374
764	14947	14361
765	14958	14333
766	14968	14305
767	14979	14277
768	14989	14249
769	15000	14221
770	15010	14193
771	15051	14193
772	15061	14165
773	15071	14136
774	15081	14108
775	15095	14084
776	15108	14058
777	15136	14046
778	15169	14040
779	15194	14025
780	15209	14002
781	15221	13975
782	15241	13956
783	15269	13944
784	15280	13917
785	15357	13951
786	15372	13927
787	15383	13899
788	15393	13871
789	15403	13843
790	15414	13816
791	15424	13788
792	15434	13760
793	15449	13736
794	15458	13708
795	15473	13684
796	15483	13657
797	15492	13629
798	15502	13601
799	15512	13573
800	15524	13547
801	15539	13524
802	15550	13497
803	15560	13470
804	15569	13442
805	15579	13414
806	15589	13387
807	15599	13359
808	15609	13332
809	15619	13305
810	15631	13280
811	15654	13263
812	15665	13237
813	15677	13212
814	15697	13193
815	15709	13168
816	15720	13141
817	15726	13112
818	15737	13085
819	15754	13064
820	15765	13038
821	15775	13012
822	15787	12986
823	15809	12970
824	15827	12949
825	15839	12924
826	15847	12896
827	15859	12871
828	15873	12848
829	15891	12827
830	15901	12801
831	15911	12775
832	15935	12760
833	15945	12733
834	15957	12708
835	15967	12682
836	15978	12656
837	15989	12631
838	16000	12606
839	16012	12581
840	16028	12559
841	16053	12545
842	16066	12521
843	16086	12503
844	16099	12479
845	16110	12454
846	16127	12433
847	16148	12415
848	16159	12390
849	16178	12371
850	16187	12345
851	16197	12319
852	16207	12293
853	16218	12268
854	16229	12243
855	16239	12217
856	16252	12194
857	16266	12171
858	16279	12147
859	16291	12123
860	16311	12105
861	16323	12081
862	16332	12055
863	16343	12030
864	16355	12006
865	16371	11985
866	16381	11960
867	16392	11935
868	16404	11912
869	16414	11886
870	16425	11861
871	16435	11836
872	16448	11813
873	16458	11788
874	16468	11763
875	16479	11738
876	16491	11714
877	16501	11690
878	16512	11665
879	16522	11640
880	16547	11626
881	16558	11602
882	16569	11578
883	16593	11562
884	16644	11566
885	16684	11562
886	16710	11548
887	16726	11527
888	16740	11505
889	16751	11481
890	16769	11461
891	16784	11440
892	16828	11438
893	16868	11434
894	16888	11416
895	16900	11392
896	16950	11395
897	16965	11373
898	16994	11361
899	17009	11339
900	17036	11325
901	17046	11301
902	17060	11278
903	17081	11261
904	17093	11238
905	17105	11214
906	17127	11197
907	17152	11183
908	17169	11163
909	17189	11144
910	17201	11121
911	17214	11098
912	17238	11083
913	17250	11059
914	17260	11035
915	17275	11014
916	17291	10993
917	17302	10969
918	17312	10945
919	17322	10920
920	17332	10896
921	17342	10872
922	17353	10848
923	17363	10824
924	17381	10804
925	17397	10784
926	17407	10760
927	17440	10749
928	17456	10729
929	17517	10736
930	17549	10725
931	17567	10706
932	17581	10684
933	17588	10658
934	17603	10637
935	17625	10620
936	17639	10599
937	17650	10575
938	17669	10556
939	17679	10532
940	17689	10508
941	17699	10484
942	17709	10460
943	17718	10436
944	17728	10412
945	17744	10391
946	17759	10370
947	17788	10357
948	17798	10334
949	17809	10310
950	17830	10293
951	17860	10280
952	17876	10260
953	17882	10234
954	17914	10223
955	17929	10202
956	17958	10189
957	17970	10166
958	17981	10143
959	17991	10120
960	18002	10097
961	18013	10073
962	18024	10050
963	18030	10025
964	18047	10005
965	18057	9982
966	18090	9971
967	18103	9949
968	18114	9926
969	18130	9906
970	18149	9887
971	18161	9865
972	18176	9845
973	18191	9824
974	18200	9800
975	18210	9777
976	18217	9752
977	18232	9731
978	18243	9708
979	18253	9685
980	18263	9662
981	18274	9639
982	18306	9628
983	18320	9606
984	18335	9586
985	18348	9565
986	18366	9546
987	18380	9525
988	18392	9503
989	18437	9497
990	18455	9478
991	18471	9459
992	18492	9441
993	18512	9424
994	18552	9416
995	18567	9395
996	18583	9375
997	18593	9352
998	18607	9331
999	18620	9310
1000	18662	9303
1001	18675	9281
1002	18706	9269
1003	18757	9266
1004	18778	9248
1005	18811	9237
1006	18854	9230
1007	18886	9218
1008	18900	9197
1009	18916	9177
1010	18934	9158
1011	18947	9136
1012	18960	9115
1013	18976	9095
1014	18987	9073
1015	19005	9053
1016	19020	9033
1017	19030	9010
1018	19048	8991
1019	19057	8968
1020	19078	8950
1021	19125	8945
1022	19139	8924
1023	19180	8915
1024	19194	8894
1025	19205	8872
1026	19226	8854
1027	19235	8831
1028	19246	8809
1029	19256	8786
1030	19269	8765
1031	19280	8743
1032	19295	8723
1033	19317	8705
1034	19327	8683
1035	19337	8660
1036	19347	8638
1037	19357	8615
1038	19367	8593
1039	19379	8571
1040	19394	8551
1041	19417	8534
1042	19429	8513
1043	19441	8491
1044	19453	8470
1045	19470	8450
1046	19489	8432
1047	19499	8410
1048	19510	8388
1049	19521	8366
1050	19532	8344
1051	19542	8322
1052	19559	8303
1053	19576	8283
1054	19586	8261
1055	19597	8240
1056	19608	8217
1057	19619	8196
1058	19631	8175
1059	19646	8155
1060	19688	8146
1061	19704	8126
1062	19715	8105
1063	19726	8083
1064	19736	8061
1065	19747	8039
1066	19765	8021
1067	19782	8001
1068	19793	7980
1069	19806	7959
1070	19824	7941
1071	19842	7922
1072	19858	7902
1073	19868	7880
1074	19882	7860
1075	19902	7842
1076	19931	7828
1077	19944	7807
1078	19960	7788
1079	19973	7767
1080	19999	7751
1081	20040	7742
1082	20055	7722
1083	20065	7700
1084	20085	7682
1085	20095	7660
1086	20105	7638
1087	20115	7617
1088	20125	7595
1089	20151	7579
1090	20162	7558
1091	20173	7537
1092	20184	7516
1093	20198	7495
1094	20209	7474
1095	20230	7457
1096	20247	7438
1097	20266	7419
1098	20285	7401
1099	20303	7382
1100	20315	7362
1101	20325	7340
1102	20335	7319
1103	20345	7297
1104	20355	7276
1105	20365	7254
1106	20382	7236
1107	20405	7219
1108	20416	7198
1109	20435	7180
1110	20446	7158
1111	20456	7137
1112	20471	7118
1113	20525	7112
1114	20536	7091
1115	20548	7070
1116	20565	7051
1117	20578	7031
1118	20599	7013
1119	20609	6992
1120	20619	6971
1121	20641	6954
1122	20652	6933
1123	20662	6911
1124	20679	6893
1125	20690	6872
1126	20726	6859
1127	20744	6841
1128	20758	6821
1129	20768	6800
1130	20778	6779
1131	20788	6758
1132	20798	6737
1133	20808	6716
1134	20818	6694
1135	20828	6673
1136	20837	6652
1137	20847	6631
1138	20857	6610
1139	20879	6593
1140	20889	6572
1141	20899	6551
1142	20909	6530
1143	20925	6511
1144	20941	6492
1145	20952	6472
1146	20962	6451
1147	20985	6434
1148	20995	6413
1149	21011	6394
1150	21021	6374
1151	21033	6353
1152	21051	6335
1153	21061	6314
1154	21071	6294
1155	21081	6273
1156	21092	6253
1157	21120	6237
1158	21139	6219
1159	21149	6198
1160	21157	6177
1161	21168	6157
1162	21178	6136
1163	21187	6116
1164	21197	6095
1165	21215	6077
1166	21225	6056
1167	21235	6035
1168	21245	6015
1169	21276	6001
1170	21291	5982
1171	21305	5962
1172	21322	5944
1173	21333	5923
1174	21343	5903
1175	21353	5883
1176	21363	5862
1177	21380	5844
1178	21390	5823
1179	21400	5803
1180	21410	5783
1181	21420	5762
1182	21430	5742
1183	21440	5722
1184	21455	5703
1185	21470	5684
1186	21482	5664
1187	21504	5647
1188	21518	5628
1189	21534	5609
1190	21544	5589
1191	21554	5569
1192	21568	5550
1193	21578	5530
1194	21589	5510
1195	21599	5490
1196	21613	5471
1197	21624	5451
1198	21634	5431
1199	21659	5414
1200	21675	5396
1201	21686	5376
1202	21697	5356
1203	21719	5339
1204	21729	5319
1205	21739	5299
1206	21765	5283
1207	21778	5264
1208	21790	5244
1209	21799	5224
1210	21809	5204
1211	21824	5186
1212	21835	5166
1213	21855	5148
1214	21864	5128
1215	21886	5111
1216	21897	5091
1217	21907	5072
1218	21918	5052
1219	21929	5032
1220	21939	5013
1221	21964	4996
1222	21974	4976
1223	21983	4957
1224	21994	4937
1225	22004	4917
1226	22014	4898
1227	22024	4878
1228	22038	4859
1229	22052	4840
1230	22072	4823
1231	22087	4804
1232	22098	4785
1233	22111	4766
1234	22122	4746
1235	22147	4730
1236	22158	4711
1237	22168	4691
1238	22178	4671
1239	22188	4652
1240	22198	4632
1241	22214	4614
1242	22225	4595
1243	22236	4575
1244	22247	4556
1245	22257	4537
1246	22268	4517
1247	22278	4498
1248	22302	4481
1249	22312	4462
1250	22322	4443
1251	22348	4426
1252	22359	4407
1253	22369	4388
1254	22379	4368
1255	22392	4350
1256	22406	4331
1257	22416	4312
1258	22426	4292
1259	22437	4273
1260	22447	4254
1261	22457	4235
1262	22467	4215
1263	22478	4196
1264	22487	4177
1265	22497	4158
1266	22508	4139
1267	22517	4119
1268	22527	4100
1269	22537	4081
1270	22547	4062
1271	22557	4043
1272	22567	4024
1273	22587	4006
1274	22601	3988
1275	22612	3969
1276	22622	3950
1277	22633	3931
1278	22643	3912
1279	22653	3893
1280	22662	3874
1281	22672	3855
1282	22682	3836
1283	22692	3817
1284	22703	3798
1285	22713	3779
1286	22723	3760
1287	22733	3741
1288	22743	3723
1289	22766	3706
1290	22777	3687
1291	22799	3670
1292	22809	3651
1293	22819	3632
1294	22829	3613
1295	22846	3596
1296	22856	3577
1297	22866	3558
1298	22877	3539
1299	22887	3521
1300	22897	3502
1301	22907	3483
1302	22918	3464
1303	22928	3446
1304	22942	3428
1305	22954	3409
1306	22964	3391
1307	22975	3372
1308	22985	3353
1309	22997	3335
1310	23007	3316
1311	23017	3298
1312	23028	3279
1313	23043	3261
1314	23053	3243
1315	23065	3225
1316	23077	3206
1317	23087	3188
1318	23098	3169
1319	23112	3151
1320	23123	3133
1321	23134	3114
1322	23161	3098
1323	23172	3080
1324	23182	3061
1325	23192	3043
1326	23202	3024
1327	23212	3006
1328	23222	2987
1329	23254	2972
1330	23264	2953
1331	23274	2935
1332	23284	2917
1333	23303	2899
1334	23314	2881
1335	23324	2863
1336	23346	2846
1337	23356	2827
1338	23374	2810
1339	23384	2792
1340	23394	2773
1341	23404	2755
1342	23414	2737
1343	23425	2719
1344	23435	2700
1345	23446	2682
1346	23456	2664
1347	23467	2646
1348	23483	2628
1349	23494	2610
1350	23506	2592
1351	23517	2574
1352	23527	2556
1353	23537	2538
1354	23554	2520
1355	23564	2502
1356	23574	2484
1357	23584	2466
1358	23594	2447
1359	23604	2429
1360	23619	2412
1361	23629	2394
1362	23639	2376
1363	23649	2358
1364	23660	2340
1365	23676	2322
1366	23689	2304
1367	23703	2287
1368	23714	2269
1369	23727	2251
1370	23738	2233
1371	23749	2215
1372	23759	2197
1373	23769	2179
1374	23779	2161
1375	23789	2143
1376	23800	2125
1377	23810	2107
1378	23819	2090
1379	23829	2072
1380	23845	2054
1381	23857	2037
1382	23868	2019
1383	23878	2001
1384	23888	1983
1385	23898	1965
1386	23908	1947
1387	23918	1930
1388	23928	1912
1389	23938	1894
1390	23948	1876
1391	23958	1858
1392	23968	1841
1393	23977	1823
1394	23987	1805
1395	23997	1787
1396	24007	1770
1397	24017	1752
1398	24031	1734
1399	24045	1717
1400	24060	1700
1401	24073	1682
1402	24096	1665
1403	24106	1648
1404	24117	1630
1405	24132	1613
1406	24143	1595
1407	24153	1578
1408	24163	1560
1409	24172	1542
1410	24182	1525
1411	24192	1507
1412	24206	1490
1413	24219	1473
1414	24231	1455
1415	24241	1438
1416	24250	1420
1417	24260	1402
1418	24270	1385
1419	24280	1367
1420	24290	1350
1421	24300	1332
1422	24310	1315
1423	24320	1297
1424	24329	1280
1425	24339	1263
1426	24349	1245
1427	24359	1228
1428	24368	1210
1429	24378	1193
1430	24393	1176
1431	24406	1158
1432	24416	1141
1433	24427	1124
1434	24437	1106
1435	24446	1089
1436	24460	1072
1437	24470	1055
1438	24479	1037
1439	24490	1020
1440	24500	1003
1441	24510	985
1442	24520	968
1443	24536	951
1444	24546	934
1445	24556	917
1446	24570	899
1447	24596	883
1448	24606	866
1449	24617	848
1450	24627	831
1451	24642	814
1452	24657	797
1453	24669	780
1454	24683	763
1455	24715	746
1456	24731	729
1457	24746	712
1458	24762	695
1459	24780	678
1460	24793	661
1461	24816	645
1462	24837	628
1463	24853	611
1464	24867	594
1465	24889	577
1466	24940	561
1467	24954	543
1468	24967	526
1469	24979	509
1470	24990	492
1471	25004	475
1472	25017	458
1473	25034	441
1474	25046	424
1475	25057	407
1476	25070	390
1477	25084	373
1478	25120	356
1479	25145	339
1480	25168	322
1481	25178	305
1482	25188	288
1483	25198	271
1484	25207	254
1485	25217	237
1486	25227	220
1487	25236	203
1488	25246	186
1489	25261	169
1490	25271	152
1491	25283	135
1492	25295	118
1493	25308	101
1494	25319	84
1495	25331	67
1496	25344	50
1497	25358	33
1498	25370	16
1499	25383	0
