iter	Logloss
339	0.2075569733
340	0.2075188697
341	0.207470274
342	0.2073952274
343	0.2073296869
344	0.2072870852
345	0.2071824726
346	0.2071258049
347	0.2070580973
348	0.2070055759
349	0.2069762142
350	0.206853159
351	0.2067245077
352	0.2066906122
353	0.2066345688
354	0.2065828194
355	0.2065160966
356	0.2064723135
357	0.2064423884
358	0.2063765988
359	0.2063065164
360	0.2062706269
361	0.2062035011
362	0.2061392387
363	0.2061017908
364	0.2060445554
365	0.205995401
366	0.2059570446
367	0.2059050355
368	0.2058561279
369	0.2058142444
370	0.2057970112
371	0.2057639278
372	0.2057362871
373	0.2057192481
374	0.2056322285
375	0.205595881
376	0.205560584
377	0.205519045
378	0.2054491291
379	0.205399357
380	0.2053735048
381	0.2053284918
382	0.205260513
383	0.2052297884
384	0.205199661
385	0.2051418245
386	0.205105944
387	0.2050742055
388	0.2050442722
389	0.2049910033
390	0.2049385098
391	0.2049110941
392	0.2048792544
393	0.2048086231
394	0.2046645508
395	0.2046460044
396	0.2046170558
397	0.2045762128
398	0.2045358056
399	0.2044840261
400	0.2044597968
401	0.2044278845
402	0.2043733636
403	0.2043547885
404	0.20433867
405	0.2043274983
406	0.2042456104
407	0.2042187569
408	0.2041834382
409	0.2041241584
410	0.2041145616
411	0.2041061029
412	0.2040658815
413	0.2040491656
414	0.2039816577
415	0.2039529379
416	0.2039013639
417	0.203874893
418	0.2038447719
419	0.2038020869
420	0.2037584573
421	0.2037392165
422	0.2037265561
423	0.2036980807
424	0.2036642912
425	0.2036399876
426	0.2036241711
427	0.2035921927
428	0.2035773073
429	0.2035264505
430	0.2034993903
431	0.2034488679
432	0.203400708
433	0.203360818
434	0.203345305
435	0.2033287826
436	0.2033175381
437	0.2032872219
438	0.2032658556
439	0.2032242606
440	0.2031627379
441	0.2031576949
442	0.2031248854
443	0.2030653264
444	0.2030361155
445	0.2029722637
446	0.2029486573
447	0.202934681
448	0.2028026541
449	0.2028025866
450	0.2027758254
451	0.2027511701
452	0.2027341682
453	0.2026844979
454	0.2026336397
455	0.2026173263
456	0.2026014513
457	0.2025636161
458	0.2025350584
459	0.2025091705
460	0.2024778458
461	0.2024605673
462	0.2024279185
463	0.2024239955
464	0.2023708098
465	0.2023401027
466	0.2023166313
467	0.2022972878
468	0.2022608403
469	0.2022417823
470	0.202229648
471	0.2022045573
472	0.2021947755
473	0.2021377209
474	0.2021139796
475	0.2020963576
476	0.2020799152
477	0.2020395767
478	0.2020298231
479	0.2020080112
480	0.2019807279
481	0.2019465065
482	0.2019326925
483	0.2019213671
484	0.2019043013
485	0.2018892052
486	0.2018834696
487	0.2017111431
488	0.2016989871
489	0.2016852432
490	0.2016594507
491	0.2016258527
492	0.2016056141
493	0.2015867388
494	0.2015554495
495	0.201528319
496	0.2015114643
497	0.2015047675
498	0.2014774253
499	0.201455932
500	0.2014285335
501	0.2014140161
502	0.2013840495
503	0.2013714597
504	0.2012851672
505	0.2012500464
506	0.2012336101
507	0.201211114
508	0.2011160075
509	0.2010919622
510	0.2010662597
511	0.20106438
512	0.2010413296
513	0.2010206861
514	0.2009813739
515	0.2009813731
516	0.2009497743
517	0.2008781101
518	0.2008574909
519	0.2008290954
520	0.200783969
521	0.2007685042
522	0.2007390274
523	0.2007201562
524	0.2007080464
525	0.2006997599
526	0.200676248
527	0.2006513314
528	0.2006328023
529	0.2006076684
530	0.2005984132
531	0.200548765
532	0.2005258541
533	0.2005128259
534	0.2005074555
535	0.200477806
536	0.2004659215
537	0.200423051
538	0.2004029082
539	0.2003848381
540	0.2003693252
541	0.2003523314
542	0.2003384212
543	0.2003250413
544	0.2002962342
545	0.2002755761
546	0.2002390149
547	0.2002102362
548	0.2001876338
549	0.2001785765
550	0.2001518328
551	0.2001381174
552	0.2001223744
553	0.2001156622
554	0.2000997098
555	0.2000433688
556	0.2000220774
557	0.2000025191
558	0.1999747261
559	0.1999698921
560	0.1999613812
561	0.199961381
562	0.1999174672
563	0.1999150296
564	0.1998990794
565	0.1998896578
566	0.1998540992
567	0.1998239872
568	0.199814137
569	0.1997748604
570	0.1997638974
571	0.1997489065
572	0.1997260738
573	0.1997029137
574	0.199696802
575	0.1996823473
576	0.1996815754
577	0.1996322858
578	0.1996203522
579	0.1996152853
580	0.1996040868
581	0.1995123384
582	0.1995017637
583	0.1994874444
584	0.1994454799
585	0.1993548414
586	0.199335436
587	0.1993287603
588	0.1992904681
589	0.199267348
590	0.1992291329
591	0.1992106306
592	0.1992023099
593	0.1991943698
594	0.1991775975
595	0.1991702321
596	0.1991570186
597	0.1991370163
598	0.1990951763
599	0.1990661515
600	0.1990568996
601	0.1990355257
602	0.1989866162
603	0.1989713254
604	0.1989473978
605	0.1989401461
606	0.1988984554
607	0.1988623224
608	0.198827711
609	0.1988145013
610	0.1987803374
611	0.1987521753
612	0.1987404374
613	0.1987365631
614	0.198722952
615	0.1986993518
616	0.1986784268
617	0.1986623265
618	0.1986561727
619	0.1986253084
620	0.1986056479
621	0.1985973368
622	0.1985460234
623	0.1985392418
624	0.1985239645
625	0.1984872669
626	0.1984726879
627	0.198457271
628	0.1984181043
629	0.1983899177
630	0.1983743834
631	0.1983420702
632	0.1983360104
633	0.1983181544
634	0.198308434
635	0.1982938484
636	0.1982938436
637	0.1982927942
638	0.1982589624
639	0.1982585752
640	0.1982402322
641	0.1982111924
642	0.198201194
643	0.1981898839
644	0.1981805443
645	0.1981790979
646	0.1981658337
647	0.1981547638
648	0.1981482802
649	0.1981076002
650	0.1980958691
651	0.1980819821
652	0.1980628537
653	0.1980323628
654	0.1980107692
655	0.1979558881
656	0.1979479125
657	0.1979353712
658	0.1979125071
659	0.1978987373
660	0.1978883628
661	0.1978763494
662	0.1978672161
663	0.1978577425
664	0.1978536777
665	0.1978389817
666	0.19783019
667	0.1978222584
668	0.1977597789
669	0.1977376404
670	0.1977345245
671	0.1977238949
672	0.1977154888
673	0.197702189
674	0.1976935467
675	0.1976935421
676	0.1976817277
677	0.197648711
678	0.1976265976
679	0.1976199858
680	0.1976160253
681	0.1976077459
682	0.197599449
683	0.1975918753
684	0.1975675394
685	0.197563828
686	0.1975568616
687	0.1975472275
688	0.1974668629
689	0.1974621841
690	0.1974467451
691	0.197434773
692	0.1974257164
693	0.1974187727
694	0.1974067252
695	0.197402268
696	0.1973841819
697	0.1973696175
698	0.1973674727
699	0.1973524788
700	0.1973441688
701	0.1973263326
702	0.1973139987
703	0.1972981835
704	0.1972833289
705	0.1972738214
706	0.1972588855
707	0.1972499362
708	0.1972257022
709	0.1972084911
710	0.1971897074
711	0.1971706301
712	0.1971536327
713	0.1970977395
714	0.1970888175
715	0.1970636281
716	0.1970579437
717	0.197052778
718	0.197041916
719	0.1970285328
720	0.1969996515
721	0.1969973892
722	0.1969844438
723	0.1969680192
724	0.1969443613
725	0.1969424731
726	0.1969358298
727	0.196868288
728	0.1968526924
729	0.1968439261
730	0.1968321253
731	0.1968139314
732	0.1968138586
733	0.1968051489
734	0.1967455988
735	0.1967334206
736	0.1967267199
737	0.1967169749
738	0.1967021206
739	0.1966950967
740	0.1966668002
741	0.196656186
742	0.1966561376
743	0.1966498995
744	0.1966327104
745	0.1966056982
746	0.1965783947
747	0.1965759685
748	0.1965737278
749	0.1965494819
750	0.1965486616
751	0.1965462387
752	0.1965369232
753	0.1965261825
754	0.1964990345
755	0.1964897321
756	0.1964666536
757	0.196462273
758	0.1964577991
759	0.1964502526
760	0.196435111
761	0.196426352
762	0.1964101983
763	0.1963972855
764	0.1963827157
765	0.1963705769
766	0.1963603361
767	0.196346451
768	0.196334359
769	0.1963258473
770	0.1963173492
771	0.1963109218
772	0.196301668
773	0.1962851453
774	0.1962695838
775	0.1962236072
776	0.196213671
777	0.1961823951
778	0.1961749207
779	0.1961678447
780	0.1961448084
781	0.1961389503
782	0.1961223018
783	0.1961119478
784	0.196106228
785	0.1960939761
786	0.1960903602
787	0.1960684812
788	0.1960623008
789	0.1960507925
790	0.1960389043
791	0.1960198936
792	0.1960072455
793	0.1960004118
794	0.1959969357
795	0.1959803639
796	0.1959500149
797	0.1959434967
798	0.1959207682
799	0.1959147456
800	0.1958952485
801	0.1958733601
802	0.1958590262
803	0.1958429927
804	0.1958352204
805	0.1958241329
806	0.1958211296
807	0.1958162385
808	0.195796689
809	0.1957900404
810	0.195781556
811	0.1957791124
812	0.195763377
813	0.1957371961
814	0.1957353467
815	0.1957168428
816	0.1957108907
817	0.1957108833
818	0.1957004054
819	0.1956872439
820	0.1956752737
821	0.195668716
822	0.1956623631
823	0.1956445492
824	0.1956192799
825	0.1956075375
826	0.1956075322
827	0.1955893976
828	0.1955804324
829	0.1955654203
830	0.1955578814
831	0.1955522125
832	0.1955229669
833	0.1955150003
834	0.1954968762
835	0.1954882666
836	0.1954848736
837	0.1954747351
838	0.1954709043
839	0.1954590816
840	0.1954524741
841	0.1954505159
842	0.195439689
843	0.1954193473
844	0.1954049091
845	0.1953981189
846	0.1953846446
847	0.1953801204
848	0.1953561829
849	0.1953034369
850	0.1953002117
851	0.1952916389
852	0.1952812012
853	0.1952660032
854	0.1952612333
855	0.1952482166
856	0.1952441473
857	0.1952358962
858	0.1952331152
859	0.195214596
860	0.1952080644
861	0.1951965193
862	0.1951962207
863	0.1951933493
864	0.1951689868
865	0.1951629168
866	0.1951523328
867	0.1951400068
868	0.1951342603
869	0.1951304869
870	0.1951259262
871	0.1951142413
872	0.1951105105
873	0.1951068385
874	0.1950931136
875	0.1950814606
876	0.1950643198
877	0.1950420087
878	0.195041307
879	0.1950331104
880	0.1950138511
881	0.1949998645
882	0.1949996255
883	0.194986787
884	0.1949815545
885	0.1949519855
886	0.1949431602
887	0.1949425586
888	0.1949348437
889	0.1949327753
890	0.1949248668
891	0.1949171171
892	0.1949004154
893	0.1948951876
894	0.1948864881
895	0.1948764222
896	0.1948550902
897	0.1948474233
898	0.1948384796
899	0.1948322414
900	0.1947855107
901	0.1947783134
902	0.1947748099
903	0.1947427812
904	0.1947290106
905	0.194716143
906	0.1947126316
907	0.194699009
908	0.1946909647
909	0.1946556042
910	0.1946383266
911	0.1946247179
912	0.1946000708
913	0.1945676266
914	0.1945627218
915	0.1945496854
916	0.1945097171
917	0.1945001968
918	0.1944664231
919	0.1944603814
920	0.1944459274
921	0.1944374432
922	0.1944054235
923	0.1944014965
924	0.1943958766
925	0.1943904778
926	0.1943758684
927	0.1943593383
928	0.1943355808
929	0.1942981101
930	0.1942837384
931	0.1942801226
932	0.1942742125
933	0.1942742015
934	0.1942625822
935	0.1942565449
936	0.1942432962
937	0.1942367242
938	0.194227925
939	0.1942029097
940	0.1941991989
941	0.1941850865
942	0.1941798414
943	0.1941707266
944	0.194157963
945	0.1941372429
946	0.1941280257
947	0.1940882678
948	0.1940786853
949	0.1940674626
950	0.1940411577
951	0.1940371267
952	0.1940249056
953	0.1940248972
954	0.1940195219
955	0.1940068518
956	0.1939453216
957	0.1939406655
958	0.1939325354
959	0.193929448
960	0.1939213811
961	0.1939173714
962	0.1939058903
963	0.1939058821
964	0.193898261
965	0.1938889959
966	0.1938724127
967	0.1938677998
968	0.1938624359
969	0.1938521651
970	0.1938380722
971	0.1937857548
972	0.1937538837
973	0.1937495342
974	0.1937486881
975	0.1937279686
976	0.1937279623
977	0.1937164137
978	0.1936939227
979	0.1936771442
980	0.1936640142
981	0.1936496752
982	0.1935774706
983	0.193573491
984	0.1935671806
985	0.1935623653
986	0.1934921551
987	0.1934878701
988	0.1934838876
989	0.193474936
990	0.1934663448
991	0.1934530449
992	0.1934416098
993	0.1934266713
994	0.1934211779
995	0.1933521928
996	0.1933248581
997	0.1933224045
998	0.1933046492
999	0.1932997576
1000	0.1932720485
1001	0.1932591463
1002	0.1932470684
1003	0.1932347498
1004	0.1932334432
1005	0.1932251951
1006	0.1931834126
1007	0.1931737738
1008	0.1931680872
1009	0.1931658758
1010	0.1931555261
1011	0.193147398
1012	0.1931185042
1013	0.1931147462
1014	0.1931087872
1015	0.1931005738
1016	0.1930788128
1017	0.1930697438
1018	0.1930683439
1019	0.1930662103
1020	0.1930549013
1021	0.1930172136
1022	0.1930074106
1023	0.1929900936
1024	0.1929835814
1025	0.1929768521
1026	0.1929680919
1027	0.1929664736
1028	0.1929556011
1029	0.1929447869
1030	0.1929294206
1031	0.1929201562
1032	0.1929056724
1033	0.1928952953
1034	0.192890952
1035	0.1928773352
1036	0.1928151194
1037	0.1928064012
1038	0.1928002131
1039	0.1927925157
1040	0.1927797938
1041	0.1927693671
1042	0.1927603112
1043	0.1926959592
1044	0.1926757271
1045	0.1926744231
1046	0.1926623404
1047	0.1926535674
1048	0.1926494901
1049	0.1926449174
1050	0.1926413917
1051	0.1926373439
1052	0.1926155071
1053	0.1925888346
1054	0.1925849834
1055	0.1925800092
1056	0.1925750222
1057	0.1925692046
1058	0.1925125881
1059	0.1925021606
1060	0.1924903698
1061	0.1924858452
1062	0.1924757345
1063	0.1924667506
1064	0.192461859
1065	0.1924472868
1066	0.1924184967
1067	0.1924082243
1068	0.1924041244
1069	0.1923934584
1070	0.1923887568
1071	0.1923866655
1072	0.1923703524
1073	0.1923686023
1074	0.1923642104
1075	0.1923566012
1076	0.1923503083
1077	0.1923434926
1078	0.1923395179
1079	0.1923354272
1080	0.1923148378
1081	0.1923117614
1082	0.1923085783
1083	0.1922931977
1084	0.1922896442
1085	0.1922773202
1086	0.1922694318
1087	0.1922575484
1088	0.1922516652
1089	0.1922476539
1090	0.1922434077
1091	0.1922397358
1092	0.1922207737
1093	0.192211638
1094	0.192203594
1095	0.1921887119
1096	0.1921796528
1097	0.1921704693
1098	0.1921677369
1099	0.1921660035
1100	0.1921632682
1101	0.1921425779
1102	0.1921374786
1103	0.1921319256
1104	0.1921248391
1105	0.1921159925
1106	0.1921036748
1107	0.1920849383
1108	0.192065504
1109	0.1920605499
1110	0.1920489981
1111	0.1920361672
1112	0.1920223701
1113	0.1920182308
1114	0.1920138141
1115	0.192002197
1116	0.1919873848
1117	0.1919807424
1118	0.191976674
1119	0.1919749048
1120	0.1919704105
1121	0.1919660679
1122	0.1919609557
1123	0.191946592
1124	0.1919366942
1125	0.1919186992
1126	0.1919143234
1127	0.1918975997
1128	0.1918936615
1129	0.1918879741
1130	0.1918770634
1131	0.1918748115
1132	0.1918697785
1133	0.1918643252
1134	0.1918518642
1135	0.1918448747
1136	0.1918385152
1137	0.1918342212
1138	0.1918300144
1139	0.1918226507
1140	0.1918188911
1141	0.1918095612
1142	0.1917983415
1143	0.1917863814
1144	0.1917787962
1145	0.1917751002
1146	0.1917734118
1147	0.1917719188
1148	0.1917681271
1149	0.1917527221
1150	0.1917364625
1151	0.1917122717
1152	0.1916799709
1153	0.1916767553
1154	0.1916732179
1155	0.1916710891
1156	0.1916649788
1157	0.1916572147
1158	0.1916411963
1159	0.1916264389
1160	0.1916260441
1161	0.1916137568
1162	0.1916088187
1163	0.1916039255
1164	0.1916013894
1165	0.1915972771
1166	0.191593181
1167	0.1915834022
1168	0.1915691456
1169	0.1915625774
1170	0.1915608575
1171	0.1915527409
1172	0.1915429933
1173	0.191505717
1174	0.1915002432
1175	0.1914864283
1176	0.1914750637
1177	0.1914492524
1178	0.1914419423
1179	0.1914227984
1180	0.1914072365
1181	0.1914003397
1182	0.1913967476
1183	0.1913906527
1184	0.1913854852
1185	0.1913841355
1186	0.1913821455
1187	0.1913740716
1188	0.1913712979
1189	0.1913660363
1190	0.1913640901
1191	0.1913501943
1192	0.1913448672
1193	0.1913405704
1194	0.1913300083
1195	0.1913122157
1196	0.1913011446
1197	0.1912869941
1198	0.191279831
1199	0.191262231
1200	0.1912605223
1201	0.1912569387
1202	0.1912382339
1203	0.1912253018
1204	0.1912116677
1205	0.1912005266
1206	0.1911950826
1207	0.1911851169
1208	0.1911638732
1209	0.1911619672
1210	0.1911468774
1211	0.19112544
1212	0.1911098937
1213	0.1911048486
1214	0.1910974802
1215	0.1910580423
1216	0.1910397398
1217	0.1910351009
1218	0.19103052
1219	0.1910180012
1220	0.1910103646
1221	0.1910060074
1222	0.1909853701
1223	0.190978414
1224	0.1909710863
1225	0.1909669223
1226	0.1909618086
1227	0.1909069992
1228	0.1908979507
1229	0.190892368
1230	0.1908870424
1231	0.1908703008
1232	0.1908578473
1233	0.1908430502
1234	0.1908227732
1235	0.1908170011
1236	0.1908024947
1237	0.1907947769
1238	0.1907902818
1239	0.1907703483
1240	0.190761334
1241	0.1907451154
1242	0.190737144
1243	0.1907178703
1244	0.1906994439
1245	0.1906976473
1246	0.1906882265
1247	0.1906809688
1248	0.1906669108
1249	0.1906479667
1250	0.1906005143
1251	0.1905968441
1252	0.1905804365
1253	0.1905762268
1254	0.1905657971
1255	0.1905630149
1256	0.1905564809
1257	0.1905547408
1258	0.1905391629
1259	0.1905219261
1260	0.1905085569
1261	0.1905044311
1262	0.1904976763
1263	0.190481995
1264	0.190477865
1265	0.1904711509
1266	0.1904583825
1267	0.190455231
1268	0.1904482047
1269	0.1904413033
1270	0.1904380495
1271	0.1904200682
1272	0.1904180793
1273	0.1904064234
1274	0.1903514816
1275	0.1903399051
1276	0.1903366997
1277	0.1903231056
1278	0.1902780946
1279	0.1902728512
1280	0.1902697854
1281	0.1902666496
1282	0.1902597151
1283	0.190258177
1284	0.1902562495
1285	0.190244449
1286	0.1902326357
1287	0.1901887579
1288	0.190171975
1289	0.1901523875
1290	0.1901423128
1291	0.1901392365
1292	0.1901376018
1293	0.1901177186
1294	0.1901097123
1295	0.1901086319
1296	0.1901057386
1297	0.1900935828
1298	0.1900873284
1299	0.190069855
1300	0.1900507718
1301	0.1900406687
1302	0.190039068
1303	0.1900323891
1304	0.1900220304
1305	0.190020564
1306	0.1900189931
1307	0.1900083436
1308	0.1900048116
1309	0.1899989045
1310	0.1899844135
1311	0.1899778652
1312	0.1899671746
1313	0.1899564291
1314	0.1899456145
1315	0.1898973995
1316	0.1898822047
1317	0.1898757845
1318	0.1898729767
1319	0.1898699902
1320	0.1898506018
1321	0.1898454993
1322	0.1898369089
1323	0.1898326077
1324	0.189820078
1325	0.1898137329
1326	0.1898073109
1327	0.1897992631
1328	0.1897977352
1329	0.189794438
1330	0.1897859961
1331	0.1897844815
1332	0.1897772779
1333	0.1897646733
1334	0.1897416338
1335	0.1897266976
1336	0.1897161043
1337	0.1897008461
1338	0.1896884017
1339	0.1896689233
1340	0.1896593901
1341	0.1896489805
1342	0.1896427424
1343	0.1896378199
1344	0.1896364806
1345	0.1896291654
1346	0.1896178512
1347	0.1896134526
1348	0.1896027683
1349	0.1895922747
1350	0.1895742727
1351	0.1895639123
1352	0.1895552277
1353	0.1895514339
1354	0.189527095
1355	0.1895149539
1356	0.1894911223
1357	0.1894792885
1358	0.1894753885
1359	0.1894647879
1360	0.1894633224
1361	0.1894596139
1362	0.1894477818
1363	0.1894434165
1364	0.1894423788
1365	0.1894296447
1366	0.189425639
1367	0.1894155331
1368	0.1894127498
1369	0.1894066998
1370	0.1893810445
1371	0.1893758919
1372	0.1893698897
1373	0.1893575762
1374	0.1893561459
1375	0.1893470533
1376	0.1893436622
1377	0.1893422443
1378	0.1893401726
1379	0.1893079005
1380	0.18930201
1381	0.1893006071
1382	0.1892937015
1383	0.1892839707
1384	0.1892635729
1385	0.1892576768
1386	0.1892549456
1387	0.1892528281
1388	0.1892507432
1389	0.1892391611
1390	0.1892339367
1391	0.1892262471
1392	0.1892242457
1393	0.189219298
1394	0.1892048003
1395	0.1892032998
1396	0.1891920529
1397	0.189182537
1398	0.1891765751
1399	0.1891665795
1400	0.1891610226
1401	0.1891514925
1402	0.189150106
1403	0.1891479672
1404	0.1891365492
1405	0.18913233
1406	0.189091666
1407	0.1890843698
1408	0.1890781655
1409	0.1890690181
1410	0.189061445
1411	0.1890566017
1412	0.1890507566
1413	0.1890494115
1414	0.1890407985
1415	0.189031252
1416	0.18902874
1417	0.189021486
1418	0.1890129591
1419	0.1890007791
1420	0.188989896
1421	0.1889756817
1422	0.1889648618
1423	0.1889595934
1424	0.1889498322
1425	0.1889453464
1426	0.1889111874
1427	0.1888997996
1428	0.188897805
1429	0.1888930672
1430	0.188890992
1431	0.1888896875
1432	0.1888785892
1433	0.1888733983
1434	0.1888714437
1435	0.1888695181
1436	0.1888601854
1437	0.1888541998
1438	0.1888495396
1439	0.1888404466
1440	0.188815599
1441	0.1888125636
1442	0.1888091793
1443	0.1887984634
1444	0.188792389
1445	0.1887833606
1446	0.1887780484
1447	0.1887610759
1448	0.1887474634
1449	0.1887356501
1450	0.1887310834
1451	0.1887253131
1452	0.1887161334
1453	0.1887041012
1454	0.1887000649
1455	0.1886892456
1456	0.1886786827
1457	0.1886579762
1458	0.1886481708
1459	0.1886470143
1460	0.1886424449
1461	0.1886329005
1462	0.1886236673
1463	0.1886174253
1464	0.1886117184
1465	0.1886055517
1466	0.188603697
1467	0.1885997327
1468	0.1885879914
1469	0.1885851513
1470	0.1885833344
1471	0.1885823504
1472	0.1885791314
1473	0.1885687386
1474	0.1885549849
1475	0.1885447561
1476	0.1885377857
1477	0.1885321983
1478	0.188514233
1479	0.188507975
1480	0.1885050036
1481	0.1884949399
1482	0.1884862294
1483	0.188476869
1484	0.1884660456
1485	0.1884592976
1486	0.1884505734
1487	0.188449335
1488	0.1884457268
1489	0.1884420572
1490	0.1883977536
1491	0.1883882387
1492	0.1883872076
1493	0.1883772429
1494	0.1883680588
1495	0.1883603746
1496	0.1883172369
1497	0.1883078952
1498	0.1883063908
1499	0.1882973706
